CBR-001-570-969-0,RFM-000-001-1,CBR-001-570-969-0,O=c1[nH]c(=O)[nH]c(n1)C(=O)[O-],CBR-HVAC-04520
CBR-001-570-999-6,RFM-000-031-7,CBR-001-570-999-6,[O-][N+](=O)c1ccc(c2c1cccn2)O,CBR-HVAC-00957:  DNA topoisomerase II inhibitor; DNA topoisomerase IV inhibitor
CBR-001-571-000-6,RFM-000-032-8,CBR-001-571-000-6,Oc1ccc(cc1)O,CBR-HVAC-01387:  Melanin inhibitor
CBR-001-571-001-7,RFM-000-033-9,CBR-001-571-001-7,Cn1cnc2c1c(=O)[nH]c(=O)n2C,CBR-HVAC-01254:  Phosphodiesterase inhibitor
CBR-001-571-002-8,RFM-000-034-0,CBR-001-571-002-8,OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO,CBR-HVAC-14230
CBR-001-571-003-9,RFM-000-035-1,CBR-001-571-003-9,OC(=O)CCC(=O)C(=O)O,CBR-HVAC-08247: Pyridoxamine phosphate aminotransferase stimulant; Treatment of Osteoporosis
CBR-001-571-004-0,RFM-000-036-2,CBR-001-571-004-0,CC[C@@H]1/C=C(\C)/C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@@H]([C@@H](C1)OC)Cl)/C)CCCC2,"CBR-HVAC-04208: Dermatologic Drugs;Antipruritics;Dry Eye Syndrome, Treatment for;Atopic Dermatitis, Agents for;Antiallergy/Antiasthmatic Drugs; Calcineurin (PP-2B) Inhibitors;Cytokine Production Inhibitors;FK506-Binding Protein 12 (Peptidyl-Prolyl Cis-Trans Isomerase FKBP12) Inhibitors;Signal Transduction Modulators; Calcineurin Inhibitor;"
CBR-001-571-005-1,RFM-000-037-3,CBR-001-571-005-1,CC(C(C(=O)O)N)O,CBR-HVAC-08435:  Unidentified pharmacological activity
CBR-001-571-006-2,RFM-000-038-4,CBR-001-571-006-2,CN1C[C@H](C[C@H]2[C@H]1Cc1cn(c3c1c2ccc3)C)NS(=O)(=O)N(C)C,CBR-HVAC-14489: 5-Hydroxytryptamine 2A receptor Antagonist; 5-Hydroxytryptamine 2C receptor; Antiparkinsonian
CBR-001-571-007-3,RFM-000-039-5,CBR-001-571-007-3,NCCCC(CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(NC(=O)/C(=C/NC(=O)N)/NC1=O)C1CCNC(=N)N1)N,CBR-HVAC-09552: 16S-rRNA of 30S ribosomal subunit; 23S-rRNA of 50S ribosomal subunit Inhibitor; Inhibitor;
CBR-001-571-008-4,RFM-000-040-8,CBR-001-571-008-4,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2c(O1)cccc2,CBR-HVAC-03741: Anxiolytics; Signal Transduction Modulators;5-HT1A Receptor Agonists; 5-Hydroxytryptamine 1A receptor Antagonist; 5 Hydroxytryptamine receptor antagonist
CBR-001-571-009-5,RFM-000-041-9,CBR-001-571-009-5,CN1CCC(CC1)c1cn(c2c1cc(cc2)OS(=O)(=O)c1c(F)cccc1F)C,CBR-HVAC-00366: 5-hydroxytryptamine 6 receptor Antagonist; 5 Hydroxytryptamine 6 receptor antagonist
CBR-001-571-010-8,RFM-000-042-0,CBR-001-571-010-8,NC(=O)c1cccnc1,"CBR-HVAC-01394: Acne Therapy;Type 1 Diabetes, Agents for;Diabetic Neuropathy, Agents for;Therapy of Vitamin-Related Disorders;Stroke, Treatment ofPoly  ADP-ribose polymerase Inhibitor; Unidentified pharmacological activity"
CBR-001-571-011-9,RFM-000-043-1,CBR-001-571-011-9,COc1ccc2c(c1C)nc(cc2O[C@@H]1C[C@@H]2C(C1)C(=O)N(C)CCCC/C=C\[C@H]1[C@](NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,CBR-HVAC-06555: Anti-Hepatitis C Virus Drugs; HCV NS3 NS4A Protease Inhibitors; NS3/4A protease Inhibitor; HCV nonstructural protein 3 inhibitor; Serine protease inhibitor
CBR-001-571-012-0,RFM-000-044-2,CBR-001-571-012-0,Cc1cccc(c1NC1=NCCCS1)C,CBR-HVAC-10013: Alpha adrenergic receptor Agonist;
CBR-001-571-013-1,RFM-000-045-3,CBR-001-571-013-1,Clc1ccc(cc1)C(CN1CCN(CC1)Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)O,"CBR-HVAC-11046: Analgesic Drugs;Stroke, Treatment of; NMDA Antagonists;Signal Transduction Modulators;Sodium Channel  Blockers; Sodium channel Blocker;"
CBR-001-571-014-2,RFM-000-046-4,CBR-001-571-014-2,OCCCCN1C(=O)N(C(=O)C1(C)C)c1ccc(c(c1)C(F)(F)F)C#N,CBR-HVAC-00524: Androgen receptor Antagonist; Androgen receptor antagonist
CBR-001-571-015-3,RFM-000-047-5,CBR-001-571-015-3,C=CCc1ccccc1OCC(CNC(C)C)O,"CBR-HVAC-03323: Angina pectoris, Treatment of;Antiarrhythmic Drugs;Hypertension, Treatment of; beta-Adrenoceptor Antagonists;Signal Transduction Modulators"
CBR-001-571-016-4,RFM-000-048-6,CBR-001-571-016-4,CN(CCOC(c1ccccc1)c1ccccc1)C,"CBR-HVAC-03096: Antiallergy/Antiasthmatic Drugs;Drugs for Allergic Rhinitis;Allergic Skin Disorders, Treatment for;Nausea and Vomiting, Treatment of; Histamine H1 Receptor Antagonists;Signal Transduction Modulators; Histamine H1 receptor Antagonist;"
CBR-001-571-017-5,RFM-000-049-7,CBR-001-571-017-5,CCN(CCNC(=O)c1ccc(cc1)N)CC,CBR-HVAC-02674: Antiarrhythmic DrugsMonoamine oxidase Inhibitor; Sodium channel antagonist
CBR-001-571-018-6,RFM-000-050-0,CBR-001-571-018-6,CCOC(=O)c1c[nH]cn1,CBR-HVAC-02913: Antibacterial Drugs
CBR-001-571-019-7,RFM-000-051-1,CBR-001-571-019-7,Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C,CBR-HVAC-05928: Antibacterial Drugs; Endothelin Receptor Antagonists;Signal Transduction Modulators; Dihydrofolate reductase Inhibitor;
CBR-001-571-020-0,RFM-000-052-2,CBR-001-571-020-0,FC(=C)c1sc(c(c1Br)C)CNCCCNc1cc(=O)c2c([nH]1)cccc2,CBR-HVAC-00136: Antibacterial Drugs; Methionyl-tRNA Synthetase Inhibitors; Methionyl-tRNA synthetase Inhibitor; Methionyl-tRNA synthetase inhibitor
CBR-001-571-021-1,RFM-000-053-3,CBR-001-571-021-1,OCC(C(C(CO)O)O)O,CBR-HVAC-04873: Antibacterial Drugs;Antiinfectives (Not Specified)
CBR-001-571-022-2,RFM-000-054-4,CBR-001-571-022-2,CC(Cn1c(C)ncc1[N+](=O)[O-])O,CBR-HVAC-01558: Antibacterial Drugs;Antitrichomonals Microtubule inhibitor; Acetylcholinesterase inhibitor
CBR-001-571-023-3,RFM-000-055-5,CBR-001-571-023-3,Oc1cccc2c1nccc2,CBR-HVAC-04449: Antibacterial Drugs;Antiviral Drugs;Antifungal Agents
CBR-001-571-024-4,RFM-000-056-6,CBR-001-571-024-4,C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)C=C1)C,CBR-HVAC-06477: Antibacterial Drugs;Oncolytic Drugs;Antifungal Agents; Cyclin-Dependent Kinase Inhibitor 1B (CDKN1B; p27Kip1) Degradation Inhibitors;Signal Transduction Modulators;TNFR1 (p55/CD120a) Modulators
CBR-001-571-025-5,RFM-000-057-7,CBR-001-571-025-5,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,CBR-HVAC-05219: Antibacterial Drugs;Oncolytic Drugs;Treatment of Helminthic Diseases;Antiviral Drugs; Autophagy Inducers;Pseudomonas aeruginosa Quorum Sensing Inhibitors;Wnt Signaling Inhibitors; SARS-CoV proteinase Inhibitor;
CBR-001-571-026-6,RFM-000-058-8,CBR-001-571-026-6,CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,CBR-HVAC-02870: Antibacterial DrugsDNA gyrase Inhibitor;
CBR-001-571-027-7,RFM-000-059-9,CBR-001-571-027-7,OCC(=O)N1CCN(CC1)c1ccc(cc1F)N1C[C@@H](OC1=O)CNC(=O)C,CBR-HVAC-04747: Antibacterial Drugs; Bacterial protein synthesis inhibitor; Ribosome binding agent; Protein 30S ribosomal subunit inhibitor
CBR-001-571-028-8,RFM-000-060-2,CBR-001-571-028-8,O[C@@H]1CS[C@H]([C@@H]([C@H]1O)O)Oc1ccc2c(c1)oc(=O)cc2C,CBR-HVAC-05380: Anticoagulants; Inhibitors of Blood Coagulation Pathways; Thrombin Inhibitor; Glycosaminoglycan stimulant; Indirect thrombin inhibitor; Serine protease inhibitor
CBR-001-571-029-9,RFM-000-061-3,CBR-001-571-029-9,OC(=O)C[N+](C)(C)C,"CBR-HVAC-01405: Anticoagulants;Aminoacidopathies, Treatment for; Nitric Oxide (NO) DonorsMethionine synthase stimulant"
CBR-001-571-030-2,RFM-000-062-4,CBR-001-571-030-2,O=C1CCC(=O)N1C[C@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1,CBR-HVAC-04108: Antidepressants;Anxiolytics; alpha2-Adrenoceptor Antagonists;Signal Transduction Modulators;5-HT1A Receptor Agonists; 5-Hydroxytryptamine 1A receptor Agonist; 5 Hydroxytryptamine 1A receptor antagonist
CBR-001-571-031-3,RFM-000-063-5,CBR-001-571-031-3,O=C(N1CCCCC1)C=CC=Cc1ccc2c(c1)OCO2,"CBR-HVAC-04891: Antiepileptic Drugs;Pharmacological Tools;Antiarthritic Drugs;Lipoprotein Disorders, Treatment of ;Oncolytic Drugs;Antidepressants;Non-Opioid Analgesics;Dermatologic Drugs; ACAT Inhibitors;Antioxidants;GABA(A) Receptor Modulators;MAO-A Inhibitors;MAO-B Inhibitors;N-Formyl Peptide Receptor 2 (FPR2; FPRL1; LXA4) Agonists;PPARgamma Antagonists;Pregnane X Receptor (PXR) Agonists;Signal Transduction Modulators;TRPV1 (Vanilloid VR1 Receptor) Agonists; Monoamine oxidase Inhibitor;"
CBR-001-571-032-4,RFM-000-064-6,CBR-001-571-032-4,Nc1c(F)cnc(=O)[nH]1,CBR-HVAC-02846: Antifungal AgentsThymidylate synthase Inhibitor;
CBR-001-571-033-5,RFM-000-065-7,CBR-001-571-033-5,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1c3CN(C(=O)O2)Cc3ccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,CBR-HVAC-06530: Anti-Hepatitis C Virus Drugs; HCV NS3 NS4A Protease Inhibitors; NS3/4A PROTEASE Inhibitor; HCV nonstructural protein 3 inhibitor; HCV nonstructural protein 4A inhibitor
CBR-001-571-034-6,RFM-000-066-8,CBR-001-571-034-6,O=C(C(C)C)O[C@@H]1[C@@H](COC(=O)C(C)C)O[C@H]([C@]1(C)F)n1ccc(nc1=O)N,CBR-HVAC-00713: Anti-Hepatitis C Virus Drugs; RNA-Directed RNA Polymerase (NS5B) Inhibitors; NS5B RNA-DEPENDENT RNA POLYMERASE Inhibitor; HCV nonstructural protein 5B inhibitor
CBR-001-571-035-7,RFM-000-067-9,CBR-001-571-035-7,CCCCCCCCCCCCCCCCCCCCCCO,CBR-HVAC-01651: Anti-Herpes Labialis Drugs;Anti-Herpes Simplex Virus Drugs Lipase clearing factor inhibitor
CBR-001-571-036-8,RFM-000-068-0,CBR-001-571-036-8,[S-]C(=S)OC1CC2CC1C1C2CCC1,CBR-HVAC-06888: Anti-Herpes Simplex Virus Drugs;Anti-Papilloma Virus Drugs; Phospholipase C Inhibitors;Signal Transduction Modulators; PHOSPHATIDYLCHOLINE-SPECIFIC PHOSPHOLIPASE C Inhibitor;
CBR-001-571-037-9,RFM-000-069-1,CBR-001-571-037-9,CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,CBR-HVAC-02195: Anti-HIV Agents; Reverse Transcriptase Inhibitors; Reverse transcriptase Inhibitor; Non-nucleoside reverse transcriptase inhibitor
CBR-001-571-038-0,RFM-000-070-4,CBR-001-571-038-0,Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,CBR-HVAC-04021: Anti-HIV Agents; HIF-2 alpha; HIF-1 alpha Inhibitor;
CBR-001-571-039-1,RFM-000-071-5,CBR-001-571-039-1,NC(=O)c1cnccn1,CBR-HVAC-03489: Antimycobacterial Agents;Treatment of Tuberculosis; Fatty Acid Synthase (FAS) Inhibitors
CBR-001-571-040-4,RFM-000-072-6,CBR-001-571-040-4,CCNC(=O)[C@@H]1C[C@](C1)(F)c1ccc(c(c1)F)CN1CCCC1,"CBR-HVAC-00307: Antinarcoleptic Drugs;Alzheimer's Dementia, Treatment of ;Tourette's Syndrome, Treatment of;Attention Deficit Hyperactivity Disorder (ADHD), Treatment of; Histamine H3 Receptor Antagonists;Signal Transduction Modulators; Histamine H3 receptor Antagonist; Histamine H3 receptor antagonist"
CBR-001-571-041-5,RFM-000-073-7,CBR-001-571-041-5,COc1cc(ccc1OCCN1CCCC1)n1cnc2c(c1=O)sc(c2)c1ccc(cc1)Cl,CBR-HVAC-00168: Antiobesity Drugs; Melanin-Concentrating Hormone MCH-R1 (SLC-1) Receptor Antagonists;Signal Transduction Modulators; Melanin concentrating hormone receptor 1 Antagonist; Melanin concentrating hormone-1 receptor antagonist
CBR-001-571-042-6,RFM-000-074-8,CBR-001-571-042-6,OC(=O)C[C@@H]1CC[C@H](CC1)c1ccc(cc1)c1nc(C(=O)N)c(nc1C)C,CBR-HVAC-06923: Antiobesity Drugs;Antidiabetic Drugs; Diacylglycerol Acyltransferase Type 1 (DGAT-1) Inhibitors; Diacylglycerol acyl transferase -1 Inhibitor;
CBR-001-571-043-7,RFM-000-075-9,CBR-001-571-043-7,OC(=O)CC1CCCc2c1n(Cc1ccc(cc1)S(=O)(=O)C)c1c2cc(cc1F)F,CBR-HVAC-08958: Antiplatelet Therapy;Antiallergy/Antiasthmatic Drugs; Prostanoid TP Antagonists;Signal Transduction Modulators; Thromboxane A2 receptor Antagonist;
CBR-001-571-044-8,RFM-000-076-0,CBR-001-571-044-8,CN1CCc2c([C@H](C1)c1cccc3c1OCC3)cc(c(c2)Cl)O,CBR-HVAC-04329: Antipsychotic Drugs; Dopamine D1 Antagonists;Signal Transduction Modulators; Dopamine receptor D1 Antagonist;
CBR-001-571-045-9,RFM-000-077-1,CBR-001-571-045-9,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,CBR-HVAC-02803: Antipsychotic Drugs; Dopamine D2 Antagonists;Signal Transduction Modulators;5-HT2A Antagonists; Alpha-1 adrenergic receptor; Potassium channel hERG; 5-Hydroxytryptamine 2A receptor; Dopamine receptor D2 Antagonist; Blocker; 5 Hydroxytryptamine 2 receptor antagonist; Dopamine D2 receptor antagonist; Alpha 1 adrenoreceptor antagonist
CBR-001-571-046-0,RFM-000-078-2,CBR-001-571-046-0,O=C(c1cccc(c1Cl)C(F)(F)F)N[C@@H](c1ccccc1)[C@@H]1CCCCN1,CBR-HVAC-05984: Antipsychotic Drugs; GlyT-1 Inhibitors
CBR-001-571-047-1,RFM-000-079-3,CBR-001-571-047-1,OCCN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,CBR-HVAC-03115: Antipsychotic Drugs;Antidepressants; Dopamine D2 Antagonists;Signal Transduction Modulators;5-HT2 Antagonists
CBR-001-571-048-2,RFM-000-080-6,CBR-001-571-048-2,O=C(N1CCC[C@](C1)(CCCN1CCC(CC1)(c1ccccc1)N(C(=O)C)C)c1ccc(c(c1)Cl)Cl)c1ccccc1,CBR-HVAC-04640: Antipsychotic Drugs;Antidepressants; Signal Transduction Modulators;Tachykinin NK3 Antagonists; Neurokinin receptor 3 Antagonist;
CBR-001-571-049-3,RFM-000-081-7,CBR-001-571-049-3,COc1cccc(c1OC)C(C1CCN(CC1)CCc1ccc(cc1)F)O,"CBR-HVAC-04258: Antipsychotic Drugs;Sleep Disorders, Treatment of; Signal Transduction Modulators;5-HT2A Antagonists; 5-Hydroxytryptamine 2A receptor Antagonist; 5 Hydroxytryptamine 2A receptor antagonist"
CBR-001-571-050-6,RFM-000-082-8,CBR-001-571-050-6,CCOc1ccccc1C(=O)N,CBR-HVAC-06516: Antipyretics;Antiarthritic Drugs;Non-Opioid Analgesics
CBR-001-571-051-7,RFM-000-083-9,CBR-001-571-051-7,NC(C(=O)O)CC[S+](C)C,"CBR-HVAC-06398: Antiulcer Drugs;Agents for Gastritis;Inflammatory Bowel Disease, Agents for"
CBR-001-571-052-8,RFM-000-084-0,CBR-001-571-052-8,CCOC(=O)c1ncc2c(c1C)c1c(cccc1[nH]2)OC(C)C,CBR-HVAC-10450: Benzodiazepine receptor Antagonist; Benzodiazepine receptor agonist; GABA(A) BZ Site Receptor Antagonists; Signal Transduction Modulators; Antipsychotic; Neuroprotectant
CBR-001-571-053-9,RFM-000-085-1,CBR-001-571-053-9,Fc1ccc2c(c1)c1c(cn(c(=O)c1n2C)c1ccccc1)C(=O)N1CCCC1,CBR-HVAC-05365: Anxiolytics; GABA(A) BZ Site Receptor Agonists;Signal Transduction Modulators; GABA-A receptor Agonist; GABA A receptor agonist
CBR-001-571-054-0,RFM-000-086-2,CBR-001-571-054-0,CCCNCCOc1ccc(cc1F)NC(=O)c1c[nH]c2c1C(=O)CCC2,CBR-HVAC-09462: Anxiolytics; GABA(A) Receptor Partial Agonists;Signal Transduction Modulators; GABAA RECEPTOR Partial Agonist;
CBR-001-571-055-1,RFM-000-087-3,CBR-001-571-055-1,OCCOCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1,CBR-HVAC-03102: Anxiolytics;AntipruriticsHistamine H1 receptor Antagonist;
CBR-001-571-056-2,RFM-000-088-4,CBR-001-571-056-2,CC(CCC(=O)CC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)c2c1cccc2)C,"CBR-HVAC-00782: Anxiolytics;Prevention of Premature Ejaculation;Neurologic Drugs (Miscellaneous);Generalized Anxiety Disorder (GAD), Treatment of; GABA(A) BZ Site Receptor Partial Agonists;Signal Transduction Modulators; GABA-A receptor Agonist; Benzodiazepine receptor agonist"
CBR-001-571-057-3,RFM-000-089-5,CBR-001-571-057-3,Fc1ccc(cc1)C(c1ccc(cc1)F)(c1ccccc1)C(=O)N,"CBR-HVAC-00774: Asthma Therapy;Sickle Cell Anemia, Agents for; Intermediate Conductance K(Ca) 3.1 (IKCa1; Gardos channel, SK41, IK1) Channel Blockers; POTASSIUM CHANNEL KCA3.1 Blocker; Potassium channel antagonist"
CBR-001-571-058-4,RFM-000-090-8,CBR-001-571-058-4,O=C(c1ccccc1c1ccc(cc1)C(F)(F)F)Nc1ccc2c(c1)CCN(C2)Cc1ncn[nH]1,"CBR-HVAC-05274: Atherosclerosis Therapy;Lipoprotein Disorders, Treatment of ; ApoB Secretion Inhibitors;Microsomal Triglyceride Transfer Protein (MTTP) Inhibitors; Microsomal triglyceride transfer protein Inhibitor;"
CBR-001-571-059-5,RFM-000-091-9,CBR-001-571-059-5,NC(=O)[C@@H]1CC[C@@H](N1)c1ccc(cc1)OCc1ccccc1F,"CBR-HVAC-06597: Bipolar Disorder, Treatment of;Neuropathic Pain, Treatment of;Antidepressants;Cognition Disorders, Treatment of; MAO-B Inhibitors;Nav1.3 (Brain Type III) Sodium Channel Blockers;Nav1.7 (PN1/hNE-Na) Sodium Channel Blockers"
CBR-001-571-060-8,RFM-000-092-0,CBR-001-571-060-8,O=C1O[C@@H](C/C=C(/C)\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,CBR-HVAC-14204
CBR-001-571-061-9,RFM-000-093-1,CBR-001-571-061-9,COc1cc(ccc1OC(F)F)c1ccc(=O)[nH]n1,CBR-HVAC-03791: Bronchodilators; Phosphodiesterase PDE3 Inhibitors;Phosphodiesterase PDE4 Inhibitors;Signal Transduction Modulators; Phosphodiesterase 4; Phosphodiesterase 3 Inhibitor; Phosphodiesterase 3 inhibitor; Phosphodiesterase 4 inhibitor
CBR-001-571-062-0,RFM-000-094-2,CBR-001-571-062-0,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,CBR-HVAC-05273: Cancer Multidrug Resistance Modulators;Oncolytic Drugs; Antiinflammatory Drugs;Antioxidants;Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP; ABCG2) Inhibitors
CBR-001-571-063-1,RFM-000-095-3,CBR-001-571-063-1,CCOc1ccc(cn1)c1ccc(cc1)Cn1c(CC(C(=O)O)(C)C)c(c2c1ccc(c2)OCc1ccc(cn1)C)SC(C)(C)C,CBR-HVAC-00050: Cardiovascular Diseases (Not Specified);Asthma Therapy; 5-Lipoxygenase-Activating Protein (FLAP) Inhibitors; 5-Lipoxygenase activating protein Inhibitor; Five lipoxygenase activating protein antagonist; Leucotriene synthesis inhibitor
